,ordernumber,orderdate,customer names,product name,channel,order quantity,unit price,line total,total unit cost,state_code,county,state,region,latitude,longitude,2017 budgets
52439,SO - 0003785,2017-05-27,Arbor Company,Product 15,Distributor,12,1815.7,21788.4,1143.891,CO,Adams County/Douglas County/Arapahoe County,Colorado,West,39.688,-104.68974,3299478.315
52440,SO - 0004383,2017-05-27,Aibox Company,Product 17,Wholesale,9,3577.8,32200.2,2003.5680000000002,KS,Sedgwick County,Kansas,Midwest,37.69224,-97.33754,2119616.824
52441,SO - 0004663,2017-05-27,Remedy Ltd,Product 18,Wholesale,8,1065.3,8522.4,777.669,IN,Howard County,Indiana,Midwest,40.48643,-86.1336,2309499.045
52442,SO - 0004692,2017-05-27,Skyvu Group,Product 24,Wholesale,11,1721.9,18940.9,843.731,CA,Los Angeles County,California,West,33.84918,-118.38841,756557.97
52443,SO - 0005231,2017-05-27,CARDINAL Group,Product 15,Wholesale,11,3852.5,42377.5,1926.25,TX,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,Texas,South,32.79333,-96.76651,3299478.315
52444,SO - 0006869,2017-05-27,BTA Corp,Product 20,Distributor,6,5299.7,31798.199999999997,2172.877,CT,New Haven County,Connecticut,Northeast,41.27212,-72.9675,2067108.1199999999
52445,SO - 000196,2017-05-27,SEINDNI Corp,Product 28,Export,9,187.6,1688.3999999999999,144.452,IL,DuPage County,Illinois,Midwest,41.94563,-88.08462,1003867.767
52446,SO - 0001440,2017-05-27,NCS Group,Product 20,Wholesale,12,1882.7,22592.4,960.177,CT,Hartford County,Connecticut,Northeast,41.76371,-72.68509,2067108.1199999999
52447,SO - 0002700,2017-05-27,Terumo Corp,Product 13,Export,12,2345.0,28140.0,1289.75,IL,Lake County,Illinois,Midwest,42.3748,-87.84882,3720639.645
52448,SO - 0002801,2017-05-27,Walgreen Corp,Product 29,Distributor,6,1031.8,6190.799999999999,412.72,CA,San Mateo County,California,West,37.48522,-122.23635,594471.5700000001
52449,SO - 0004222,2017-05-27,WOCKHARDT Group,Product 9,Wholesale,11,5795.5,63750.5,3709.12,AR,Pulaski County,Arkansas,South,34.76954,-92.26709,710415.405
52450,SO - 0005851,2017-05-27,Zoomdog Corp,Product 20,Wholesale,9,1092.1000000000001,9828.900000000001,917.364,OR,Deschutes County,Oregon,West,44.05817,-121.31531,2067108.1199999999
52451,SO - 0007046,2017-05-27,Safecor Corp,Product 22,Distributor,12,804.0,9648.0,538.6800000000001,PA,Lehigh County,Pennsylvania,Northeast,40.60843,-75.49018,663601.902
52452,SO - 0007137,2017-05-27,Twimbo Company,Product 15,Wholesale,7,1782.2,12475.4,1497.048,CT,Fairfield County,Connecticut,Northeast,41.20569,-73.12799,3299478.315
52453,SO - 0007650,2017-05-27,Oba Company,Product 2,Wholesale,11,5239.400000000001,57633.40000000001,3824.762,IL,Kendall County/Will County,Illinois,Midwest,41.5177,-88.14885,3050087.565
52454,SO - 0009358,2017-05-27,Fivechat Company,Product 25,Wholesale,6,891.1,5346.6,605.9480000000001,NC,Forsyth County,North Carolina,South,36.09986,-80.24422,5342315.484
52455,SO - 0001329,2017-05-27,SEINDNI Corp,Product 5,Wholesale,5,3932.9,19664.5,1691.147,CO,Pueblo County,Colorado,West,38.25445,-104.60914,3925424.5420000004
52456,SO - 0001729,2017-05-27,Realbuzz Ltd,Product 27,Wholesale,5,850.9,4254.5,485.0129999999999,CT,New Haven County,Connecticut,Northeast,41.5585,-73.03668,964940.2310000001
52457,SO - 0002031,2017-05-27,Thoughtmix Ltd,Product 13,Wholesale,11,5299.7,58296.7,4186.763,TX,Tarrant County/Ellis County/Dallas County,Texas,South,32.68695,-97.0211,3720639.645
52458,SO - 0002338,2017-05-27,Lazzy Group,Product 5,Wholesale,11,254.6,2800.6,178.22,CA,Los Angeles County,California,West,34.13612,-117.86534,3925424.5420000004
52459,SO - 0004095,2017-05-27,Internatio Company,Product 16,Wholesale,7,4013.3,28093.100000000002,3210.6400000000003,NY,Monroe County,New York,Northeast,43.25035,-77.70052,2062061.144
52460,SO - 0004234,2017-05-27,Jabbercube Corp,Product 5,Wholesale,6,1996.6000000000001,11979.6,1257.8580000000002,NC,Guilford County,North Carolina,South,36.07264,-79.79198,3925424.5420000004
52461,SO - 0005292,2017-05-27,Pacific Ltd,Product 14,Distributor,6,1092.1000000000001,6552.6,753.5490000000001,CT,New Haven County,Connecticut,Northeast,41.22509,-73.06111,4028698.4090000005
52462,SO - 0006791,2017-05-27,Flipbug Ltd,Product 25,Distributor,9,5380.1,48420.9,3604.6670000000004,MI,Oakland County,Michigan,Midwest,42.48948,-83.14465,5342315.484
52463,SO - 0006935,2017-05-27,Rooxo Company,Product 24,Wholesale,7,6492.3,45446.1,4869.225,MI,Wayne County,Michigan,Midwest,42.24087,-83.26965,756557.97
52464,SO - 0007200,2017-05-27,Browsetype Corp,Product 26,Distributor,5,254.6,1273.0,175.67399999999998,CA,Orange County,California,West,33.74557,-117.86783,5685138.2700000005
52465,SO - 0009901,2017-05-27,Oozz Group,Product 16,Distributor,10,1983.2,19832.0,1269.248,MI,Kent County,Michigan,Midwest,42.91336,-85.70531,2062061.144
52466,SO - 0008957,2017-05-27,Trunyx Ltd,Product 11,Wholesale,12,958.1,11497.2,440.72600000000006,AZ,Pinal County,Arizona,West,33.1911,-111.528,1230458.484
52467,SO - 0008321,2017-05-27,True Ltd,Product 1,Export,6,1788.9,10733.400000000001,1216.4520000000002,CA,Orange County,California,West,33.931960000000004,-117.94617,3016489.209
52468,SO - 0008647,2017-05-27,ALK-Abello Ltd,Product 2,Distributor,10,3303.1,33031.0,2312.1699999999996,MA,Essex County,Massachusetts,Northeast,42.7762,-71.07728,3050087.565
52469,SO - 0001244,2017-05-28,True Ltd,Product 15,Wholesale,12,924.6,11095.2,591.744,CA,Santa Clara County,California,West,37.38605,-122.08385,3299478.315
52470,SO - 0002236,2017-05-28,Cadila Ltd,Product 7,Export,8,2405.3,19242.4,1154.544,TX,Tarrant County/Denton County,Texas,South,33.0379,-97.11287,889737.555
52471,SO - 0002941,2017-05-28,WOCKHARDT Group,Product 13,Wholesale,11,1065.3,11718.3,500.691,MD,Howard County,Maryland,South,39.26733,-76.79831,3720639.645
52472,SO - 0004926,2017-05-28,Valeant Corp,Product 5,Export,8,3872.6,30980.8,1858.848,IA,Plymouth County/Woodbury County,Iowa,Midwest,42.49567,-96.39053,3925424.5420000004
52473,SO - 0006075,2017-05-28,Twimbo Company,Product 25,Wholesale,12,207.70000000000002,2492.4,85.157,CT,New Haven County,Connecticut,Northeast,41.310810000000004,-72.92495,5342315.484
52474,SO - 0006127,2017-05-28,SAFEWAY Ltd,Product 13,Wholesale,12,1132.3,13587.599999999999,611.442,TX,Cameron County,Texas,South,26.19063,-97.6961,3720639.645
52475,SO - 0008745,2017-05-28,Oozz Group,Product 26,Wholesale,6,931.3000000000001,5587.8,447.024,MI,Clinton County/Ingham County/Eaton County,Michigan,Midwest,42.71434,-84.55928,5685138.2700000005
52476,SO - 0010095,2017-05-28,WOONSOCKET Corp,Product 4,Wholesale,12,3624.7000000000003,43496.4,2646.031,IL,Will County,Illinois,Midwest,41.68366,-88.08834,2885560.824
52477,SO - 0001658,2017-05-28,Fatz Group,Product 19,Distributor,12,1755.4,21064.800000000003,965.4700000000001,CA,Orange County,California,West,33.77391,-117.94145,1645841.6
52478,SO - 0004257,2017-05-28,Aibox Company,Product 6,Wholesale,8,2559.4,20475.2,2098.708,TN,Carter County/Washington County/Sullivan County,Tennessee,South,36.34233,-82.38091,1672229.416
52479,SO - 0004582,2017-05-28,Pixoboo Corp,Product 26,Distributor,9,2485.7000000000003,22371.300000000003,1093.708,MI,Oakland County,Michigan,Midwest,42.63892,-83.29105,5685138.2700000005
52480,SO - 0005579,2017-05-28,Natures Group,Product 14,Distributor,7,1058.6000000000001,7410.200000000001,899.8100000000001,WA,Benton County,Washington,West,46.21125,-119.13723,4028698.4090000005
52481,SO - 0010112,2017-05-28,US Ltd,Product 17,Distributor,11,5480.6,60286.600000000006,3288.36,WI,Racine County,Wisconsin,Midwest,42.72613,-87.78285,2119616.824
52482,SO - 0010226,2017-05-28,True Ltd,Product 1,Export,10,5581.1,55811.0,3069.6050000000005,NJ,Cumberland County,New Jersey,Northeast,39.48623,-75.02573,3016489.209
52483,SO - 0003122,2017-05-28,Eire Corp,Product 22,Wholesale,9,1983.2,17848.8,1685.72,MD,Frederick County,Maryland,South,39.41427,-77.41054,663601.902
52484,SO - 0003806,2017-05-28,Deseret Group,Product 13,Wholesale,8,924.6,7396.8,369.84000000000003,MN,Dakota County,Minnesota,Midwest,44.64969,-93.24272,3720639.645
52485,SO - 0004865,2017-05-28,Golden Corp,Product 23,Distributor,8,234.5,1876.0,180.565,KS,Wyandotte County,Kansas,Midwest,39.11417,-94.62746,1135815.7580000001
52486,SO - 0005533,2017-05-28,American Corp,Product 1,Distributor,6,3959.7000000000003,23758.2,2930.1780000000003,TX,Tarrant County/Denton County,Texas,South,33.0379,-97.11287,3016489.209
52487,SO - 0008829,2017-05-28,Aveda Group,Product 14,Wholesale,10,5406.900000000001,54069.00000000001,4055.175,CA,Riverside County,California,West,33.74752,-116.97197,4028698.4090000005
52488,SO - 0008812,2017-05-28,Skippad Ltd,Product 12,Wholesale,7,891.1,6237.7,543.571,CA,Orange County,California,West,33.74585,-117.82617,1356976.996
52489,SO - 0009623,2017-05-28,GOOD Ltd,Product 5,Wholesale,12,5293.0,63516.0,3228.73,LA,Lafayette Parish,Louisiana,South,30.22409,-92.01984,3925424.5420000004
52490,SO - 0010578,2017-05-28,Aldi Ltd,Product 22,Wholesale,7,1125.6000000000001,7879.200000000001,596.5680000000001,OR,Benton County,Oregon,West,44.56457,-123.26204,663601.902
52491,SO - 0001031,2017-05-28,Jaxbean Group,Product 14,Distributor,11,998.3000000000001,10981.300000000001,788.657,MN,Dakota County,Minnesota,Midwest,44.80413,-93.16689,4028698.4090000005
52492,SO - 0002518,2017-05-28,Topco Company,Product 26,Distributor,7,991.6,6941.2,763.532,VA,Norfolk city,Virginia,South,36.84681,-76.28522,5685138.2700000005
52493,SO - 0003381,2017-05-28,Voolia Ltd,Product 19,Wholesale,11,1025.1000000000001,11276.100000000002,727.821,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,1645841.6
52494,SO - 0003471,2017-05-28,Nlounge Ltd,Product 15,Wholesale,5,1051.9,5259.5,462.83600000000007,SC,Lexington County/Richland County,South Carolina,South,34.0291,-80.89804,3299478.315
52495,SO - 0006087,2017-05-28,Avavee Group,Product 18,Wholesale,5,4020.0,20100.0,2170.8,VA,Prince William County,Virginia,South,38.63706,-77.31109,2309499.045
52496,SO - 0007180,2017-05-28,Cantrell Company,Product 20,Wholesale,7,1051.9,7363.300000000001,841.5200000000001,WI,Racine County,Wisconsin,Midwest,42.72613,-87.78285,2067108.1199999999
52497,SO - 0009307,2017-05-28,Zooxo Ltd,Product 26,Wholesale,9,254.6,2291.4,188.404,NJ,Ocean County,New Jersey,Northeast,40.0908,-74.36126,5685138.2700000005
52498,SO - 0006107,2017-05-28,Skiptube Ltd,Product 27,Wholesale,7,5326.5,37285.5,3036.1049999999996,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,964940.2310000001
52499,SO - 0006325,2017-05-28,Realbuzz Ltd,Product 28,Export,5,1963.1000000000001,9815.5,1138.598,AZ,Maricopa County,Arizona,West,33.35283,-111.78903,1003867.767
52500,SO - 0007779,2017-05-28,Divanoodle Ltd,Product 26,Export,9,3912.8,35215.200000000004,3012.856,CA,Alameda County,California,West,37.87159,-122.27275,5685138.2700000005
52501,SO - 0009711,2017-05-28,True Ltd,Product 13,Wholesale,9,6478.900000000001,58310.100000000006,5183.120000000001,TX,McLennan County,Texas,South,31.54933,-97.14667,3720639.645
52502,SO - 0009021,2017-05-28,SHISEIDO Ltd,Product 16,Export,6,1226.1000000000001,7356.6,514.962,MN,Hennepin County,Minnesota,Midwest,45.07246,-93.45579,2062061.144
52503,SO - 0008380,2017-05-28,Zooveo Company,Product 14,Export,12,904.5,10854.0,443.205,VA,Richmond city,Virginia,South,37.55376,-77.46026,4028698.4090000005
52504,SO - 0008428,2017-05-28,Geiss Company,Product 25,Wholesale,9,214.4,1929.6000000000001,139.36,IA,Story County,Iowa,Midwest,42.03471,-93.61994,5342315.484
52505,SO - 0009283,2017-05-28,Tambee Company,Product 13,Export,7,2458.9,17212.3,1254.039,TX,Jones County/Taylor County,Texas,South,32.45451,-99.73815,3720639.645
52506,SO - 0008615,2017-05-28,Realbridge Corp,Product 3,Distributor,12,2378.5,28542.0,1236.82,ID,Ada County,Idaho,West,43.61211,-116.39151,2642352.432
52507,SO - 0001183,2017-05-28,Topco Company,Product 9,Distributor,8,3979.8,31838.4,2865.456,CT,New Haven County,Connecticut,Northeast,41.310810000000004,-72.92495,710415.405
52508,SO - 0006046,2017-05-28,SHISEIDO Ltd,Product 15,Wholesale,5,1835.8,9179.0,1542.072,VA,Suffolk city,Virginia,South,36.72821,-76.58356,3299478.315
52509,SO - 0007178,2017-05-28,Holston Company,Product 11,Wholesale,12,1058.6000000000001,12703.2,508.12800000000004,OR,Washington County,Oregon,West,45.49428,-122.86705,1230458.484
52510,SO - 0007299,2017-05-28,Buzzshare Company,Product 1,Distributor,7,1105.5,7738.5,906.51,MO,St. Charles County,Missouri,Midwest,38.80033,-90.62651,3016489.209
52511,SO - 0008730,2017-05-28,Zooxo Ltd,Product 2,Distributor,10,1172.5,11725.0,996.625,IL,Champaign County,Illinois,Midwest,40.11506,-88.27365,3050087.565
52512,SO - 0009407,2017-05-28,Topiczoom Corp,Product 16,Distributor,9,3356.7000000000003,30210.300000000003,1779.0510000000002,AR,Faulkner County,Arkansas,South,35.0887,-92.4421,2062061.144
52513,SO - 0001645,2017-05-29,General Company,Product 16,Export,10,2479.0,24790.0,1462.61,IN,Marion County,Indiana,Midwest,39.8716,-86.01156,2062061.144
52514,SO - 0002183,2017-05-29,Eayo Company,Product 14,Wholesale,8,5882.6,47060.8,4176.646,FL,Alachua County,Florida,South,29.65163,-82.32483,4028698.4090000005
52515,SO - 0003054,2017-05-29,Aibox Company,Product 14,Distributor,11,2318.2000000000003,25500.200000000004,1182.2820000000002,KY,Jefferson County,Kentucky,South,38.25424,-85.75941,4028698.4090000005
52516,SO - 0003225,2017-05-29,Oozz Group,Product 25,Distributor,5,1031.8,5159.0,567.49,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,5342315.484
52517,SO - 0005195,2017-05-29,Muxo Group,Product 26,Wholesale,8,1916.2,15329.6,1494.6360000000002,VA,Fairfax County,Virginia,South,38.96872,-77.3411,5685138.2700000005
52518,SO - 0008940,2017-05-29,Arbor Company,Product 26,Distributor,6,2278.0,13668.0,1321.24,FL,Flagler County,Florida,South,29.58497,-81.20784,5685138.2700000005
52519,SO - 0009792,2017-05-29,Twimbo Company,Product 10,Wholesale,7,1809.0,12663.0,1139.67,IN,Marion County,Indiana,Midwest,39.87632,-86.14291,864331.624
52520,SO - 0009626,2017-05-29,Epic Group,Product 13,Distributor,11,201.0,2211.0,150.75,NY,Albany County,New York,Northeast,42.65258,-73.75623,3720639.645
52521,SO - 000741,2017-05-29,General Company,Product 23,Wholesale,9,864.3000000000001,7778.700000000001,691.44,MT,Yellowstone County,Montana,West,45.78329,-108.50069,1135815.7580000001
52522,SO - 0002923,2017-05-29,Tagfeed Ltd,Product 1,Distributor,11,5520.8,60728.8,3698.936,IA,Scott County,Iowa,Midwest,41.52364,-90.57764,3016489.209
52523,SO - 0004453,2017-05-29,Zoonoodle Ltd,Product 20,Wholesale,5,1058.6000000000001,5293.000000000001,656.3320000000001,CA,San Diego County,California,West,33.20004,-117.24254,2067108.1199999999
52524,SO - 0006881,2017-05-29,Kare Corp,Product 25,Distributor,12,1259.6000000000001,15115.2,516.436,GA,DeKalb County/Fulton County,Georgia,South,33.76291,-84.42267,5342315.484
52525,SO - 0007112,2017-05-29,Jabbercube Corp,Product 21,Distributor,6,3169.1,19014.6,2440.207,TX,Williamson County,Texas,South,30.63269,-97.67723,959899.2180000001
52526,SO - 0009346,2017-05-29,CLINIQUE Ltd,Product 13,Wholesale,7,1011.7,7081.900000000001,839.711,MI,Oakland County,Michigan,Midwest,42.48948,-83.14465,3720639.645
52527,SO - 0002637,2017-05-29,BB17 Company,Product 11,Wholesale,10,1025.1000000000001,10251.000000000002,533.0520000000001,WA,Franklin County,Washington,West,46.23958,-119.10057,1230458.484
52528,SO - 0002813,2017-05-29,Centizu Company,Product 21,Wholesale,12,3946.3,47355.600000000006,1775.835,FL,Volusia County,Florida,South,29.13832,-80.99561,959899.2180000001
52529,SO - 0003301,2017-05-29,Zooveo Company,Product 5,Distributor,9,1742.0,15678.0,1027.78,IL,Cook County,Illinois,Midwest,41.71087,-87.75811,3925424.5420000004
52530,SO - 0005504,2017-05-29,MEIJER Corp,Product 14,Wholesale,9,3966.4,35697.6,1586.5600000000002,NY,Erie County,New York,Northeast,42.90339,-78.75475,4028698.4090000005
52531,SO - 0006071,2017-05-29,CLINIQUE Ltd,Product 2,Wholesale,8,2659.9,21279.2,2260.915,IL,Macon County,Illinois,Midwest,39.84031,-88.9548,3050087.565
52532,SO - 0006399,2017-05-29,Geiss Company,Product 30,Wholesale,6,1333.3,7999.799999999999,1026.641,IL,DuPage County,Illinois,Midwest,41.948,-87.98061,1011609.684
52533,SO - 0006889,2017-05-29,Skidoo Company,Product 2,Wholesale,9,2505.8,22552.2,1077.4940000000001,IL,Will County,Illinois,Midwest,41.59381,-88.19968,3050087.565
52534,SO - 0009793,2017-05-29,Voolith Ltd,Product 2,Distributor,8,3839.1,30712.8,2648.979,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,3050087.565
52535,SO - 0009361,2017-05-29,Vimbo Company,Product 18,Wholesale,11,1159.1000000000001,12750.100000000002,602.7320000000001,IL,Macon County,Illinois,Midwest,39.84031,-88.9548,2309499.045
52536,SO - 0009277,2017-05-29,Blogtags Ltd,Product 25,Distributor,6,3390.2000000000003,20341.2,1966.316,IL,Cook County,Illinois,Midwest,42.03336,-87.8834,5342315.484
52537,SO - 0008306,2017-05-29,Roomm Company,Product 16,Wholesale,9,1340.0,12060.0,978.1999999999999,MA,Norfolk County,Massachusetts,Northeast,42.20668,-70.94585000000001,2062061.144
52538,SO - 0002808,2017-05-29,Tekfly Group,Product 2,Wholesale,9,991.6,8924.4,694.12,OK,Comanche County,Oklahoma,South,34.60869,-98.39033,3050087.565
52539,SO - 0004998,2017-05-29,Dazzlesphe Corp,Product 6,Distributor,12,911.2,10934.400000000001,537.608,IL,Cook County,Illinois,Midwest,42.03336,-87.8834,1672229.416
52540,SO - 0005539,2017-05-29,Eidel Corp,Product 25,Wholesale,9,830.8000000000001,7477.200000000001,689.5640000000001,FL,Marion County,Florida,South,29.1872,-82.14009,5342315.484
52541,SO - 0010380,2017-05-29,Accudial Company,Product 29,Wholesale,8,221.1,1768.8,119.394,FL,Flagler County,Florida,South,29.58497,-81.20784,594471.5700000001
52542,SO - 0009318,2017-05-29,CARDINAL Group,Product 6,Distributor,6,268.0,1608.0,171.52,FL,Miami-Dade County,Florida,South,25.72149,-80.26838,1672229.416
52543,SO - 000483,2017-05-29,Camido Company,Product 1,Distributor,12,864.3000000000001,10371.6,700.0830000000001,TX,Midland County/Ector County,Texas,South,31.88378,-102.34106,3016489.209
52544,SO - 0002225,2017-05-29,Cantrell Company,Product 18,Wholesale,7,1869.3,13085.1,1084.194,CA,Los Angeles County,California,West,33.83585,-118.34063,2309499.045
52545,SO - 0003029,2017-05-29,Safecor Corp,Product 16,Distributor,11,1929.6000000000001,21225.600000000002,1022.6880000000001,OK,Cleveland County,Oklahoma,South,35.22257,-97.43948,2062061.144
52546,SO - 0004177,2017-05-29,Cantrell Company,Product 30,Wholesale,10,1896.1000000000001,18961.0,1004.9330000000001,NV,Clark County,Nevada,West,36.02525,-115.24194,1011609.684
52547,SO - 0006714,2017-05-29,State Ltd,Product 25,Distributor,11,830.8000000000001,9138.800000000001,548.3280000000001,CA,Orange County,California,West,33.88863,-117.81311,5342315.484
52548,SO - 0008889,2017-05-29,Colgate-Pa Group,Product 9,Wholesale,6,1239.5,7437.0,607.355,NC,Chatham County/Wake County,North Carolina,South,35.78088,-78.81327,710415.405
52549,SO - 0010543,2017-05-29,Neutrogena Ltd,Product 14,Distributor,9,6003.2,54028.799999999996,2401.28,IN,Allen County,Indiana,Midwest,41.13925,-85.05898,4028698.4090000005
52550,SO - 000230,2017-05-29,GOOD Ltd,Product 24,Wholesale,5,261.3,1306.5,112.35900000000001,NC,Mecklenburg County,North Carolina,South,35.22709,-80.84313,756557.97
52551,SO - 000561,2017-05-29,Zooveo Company,Product 13,Wholesale,7,1206.0,8442.0,663.3000000000001,IN,Allen County,Indiana,Midwest,41.13925,-85.05898,3720639.645
52552,SO - 0001833,2017-05-29,GOOD Ltd,Product 2,Wholesale,10,1065.3,10653.0,564.609,NY,Nassau County,New York,Northeast,40.80049,-73.51056,3050087.565
52553,SO - 0007600,2017-05-29,Natures Group,Product 7,Distributor,5,3651.5,18257.5,2409.9900000000002,IN,Marion County,Indiana,Midwest,39.87632,-86.14291,889737.555
52554,SO - 0008741,2017-05-29,Fivebridge Ltd,Product 8,Wholesale,8,904.5,7236.0,750.735,UT,Salt Lake County,Utah,West,40.56217,-111.92966,1085037.3290000001
52555,SO - 0009293,2017-05-29,Camido Company,Product 1,Wholesale,8,3966.4,31731.2,2300.5119999999997,CA,Los Angeles County,California,West,34.08529,-117.9609,3016489.209
52556,SO - 0008626,2017-05-29,Accord Group,Product 6,Export,5,1078.7,5393.5,852.1730000000001,FL,Orange County,Florida,South,28.5641,-81.2114,1672229.416
52557,SO - 0008791,2017-05-29,Vimbo Company,Product 3,Wholesale,12,3484.0,41808.0,2160.08,SC,York County,South Carolina,South,34.92487,-81.02508,2642352.432
52558,SO - 0001085,2017-05-30,Mydeo Ltd,Product 4,Wholesale,11,1768.8,19456.8,707.52,MA,Suffolk County,Massachusetts,Northeast,42.35843,-71.05977,2885560.824
52559,SO - 0004870,2017-05-30,EMD Group,Product 27,Distributor,5,2840.8,14204.0,2045.376,NJ,Hudson County,New Jersey,Northeast,40.77955,-74.02375,964940.2310000001
52560,SO - 0005043,2017-05-30,Cadila Ltd,Product 18,Distributor,10,897.8000000000001,8978.0,466.85600000000005,CA,Los Angeles County,California,West,33.98168,-118.22507,2309499.045
52561,SO - 0005825,2017-05-30,Livepath Corp,Product 3,Distributor,12,1889.4,22672.800000000003,906.912,CA,Los Angeles County,California,West,34.00944,-118.10528,2642352.432
52562,SO - 0010048,2017-05-30,Vimbo Company,Product 25,Distributor,5,5540.900000000001,27704.500000000004,2437.996,MO,Christian County/Greene County,Missouri,Midwest,37.19415,-93.2913,5342315.484
52563,SO - 0008457,2017-05-30,Cantrell Company,Product 25,Distributor,8,1922.9,15383.2,999.9080000000001,OH,Lorain County,Ohio,Midwest,41.45282,-82.18237,5342315.484
52564,SO - 000213,2017-05-30,Zoomdog Corp,Product 16,Wholesale,7,1715.2,12006.4,857.6,WA,King County,Washington,West,47.67399,-122.12151,2062061.144
52565,SO - 000828,2017-05-30,Geiss Company,Product 1,Wholesale,5,1916.2,9581.0,1015.5860000000001,IN,Hamilton County,Indiana,Midwest,39.95559,-86.01387,3016489.209
52566,SO - 000830,2017-05-30,Actavis Company,Product 14,Wholesale,6,2251.2000000000003,13507.2,1710.9120000000003,VA,Richmond city,Virginia,South,37.55376,-77.46026,4028698.4090000005
52567,SO - 0001488,2017-05-30,Skajo Ltd,Product 5,Wholesale,12,1862.6000000000001,22351.2,1527.332,VA,Suffolk city,Virginia,South,36.72821,-76.58356,3925424.5420000004
52568,SO - 0002307,2017-05-30,Browsebug Company,Product 19,Export,11,167.5,1842.5,78.725,IL,Sangamon County,Illinois,Midwest,39.79106,-89.64457,1645841.6
52569,SO - 0003437,2017-05-30,Blogspan Ltd,Product 1,Wholesale,8,1051.9,8415.2,715.2920000000001,NC,Cumberland County,North Carolina,South,35.05266,-78.87836,3016489.209
52570,SO - 0006233,2017-05-30,Centizu Company,Product 13,Distributor,8,1011.7,8093.6,728.424,FL,Miami-Dade County,Florida,South,25.8576,-80.27811,3720639.645
52571,SO - 0006586,2017-05-30,Wordpedia Ltd,Product 5,Distributor,7,1025.1000000000001,7175.700000000001,420.29100000000005,MA,Middlesex County,Massachusetts,Northeast,42.37649,-71.23561,3925424.5420000004
52572,SO - 0007734,2017-05-30,Mita Corp,Product 19,Export,11,1956.4,21520.4,1565.1200000000001,TX,Tarrant County,Texas,South,32.8343,-97.2289,1645841.6
52573,SO - 0008084,2017-05-30,Linklinks Ltd,Product 20,Distributor,7,3959.7000000000003,27717.9,2930.1780000000003,IL,Cook County/Kane County,Illinois,Midwest,42.06521,-88.153,2067108.1199999999
52574,SO - 0008298,2017-05-30,Flipbug Ltd,Product 5,Export,5,5098.7,25493.5,3365.142,IL,McLean County,Illinois,Midwest,40.53839,-88.98528,3925424.5420000004
52575,SO - 0001962,2017-05-30,Epic Group,Product 25,Wholesale,9,1051.9,9467.1,757.368,CA,Ventura County,California,West,34.1975,-119.17705,5342315.484
52576,SO - 0002111,2017-05-30,Terumo Corp,Product 4,Wholesale,7,1842.5,12897.5,1197.625,IL,Peoria County,Illinois,Midwest,40.74495,-89.60964,2885560.824
52577,SO - 0002949,2017-05-30,Neutrogena Ltd,Product 3,Wholesale,8,3906.1,31248.8,1601.501,CA,San Joaquin County,California,West,37.9577,-121.29078,2642352.432
52578,SO - 0005223,2017-05-30,Pfizer Corp,Product 16,Export,7,2398.6,16790.2,1990.8379999999997,CA,San Bernardino County,California,West,34.06334,-117.65089,2062061.144
52579,SO - 0006728,2017-05-30,Pacific Ltd,Product 25,Wholesale,7,3865.9,27061.3,2706.13,CA,Alameda County,California,West,37.72493,-122.15608,5342315.484
52580,SO - 0008952,2017-05-30,Lazzy Group,Product 26,Wholesale,12,221.1,2653.2,172.458,CA,San Diego County,California,West,33.19587,-117.37948,5685138.2700000005
52581,SO - 000236,2017-05-30,SHISEIDO Ltd,Product 8,Export,11,3999.9,43998.9,2359.941,WA,Snohomish County,Washington,West,48.05176,-122.17708,1085037.3290000001
52582,SO - 0003997,2017-05-30,Linkbuzz Ltd,Product 25,Wholesale,12,5701.7,68420.4,2850.85,LA,Lafayette Parish,Louisiana,South,30.22409,-92.01984,5342315.484
52583,SO - 0006140,2017-05-30,State Ltd,Product 14,Wholesale,8,2237.8,17902.4,1253.1680000000001,CA,Madera County,California,West,36.96134,-120.06072,4028698.4090000005
52584,SO - 0007646,2017-05-30,ALK-Abello Ltd,Product 2,Distributor,7,3886.0,27202.0,2914.5,CA,Ventura County,California,West,34.26945,-118.78148,3050087.565
52585,SO - 0008176,2017-05-30,Yodoo Ltd,Product 2,Distributor,11,214.4,2358.4,124.35199999999999,IL,DuPage County,Illinois,Midwest,41.7543,-87.97753,3050087.565
52586,SO - 0009372,2017-05-30,Golden Corp,Product 26,Wholesale,9,2338.3,21044.7,1286.0650000000003,NC,Cumberland County,North Carolina,South,35.05266,-78.87836,5685138.2700000005
52587,SO - 0002800,2017-05-30,Divanoodle Ltd,Product 26,Wholesale,6,1098.8,6592.799999999999,549.4,NC,Alamance County/Guilford County,North Carolina,South,36.07613,-79.4683,5685138.2700000005
52588,SO - 0005971,2017-05-30,Cogilith Group,Product 2,Distributor,9,1112.2,10009.800000000001,800.784,CA,Stanislaus County,California,West,37.6391,-120.99688,3050087.565
52589,SO - 0006327,2017-05-30,Accord Group,Product 3,Wholesale,6,4013.3,24079.800000000003,2929.7090000000003,CT,New Haven County,Connecticut,Northeast,41.27065,-72.94705,2642352.432
